Date,terminus,dec_yr
2020-05-08,-0.9533,2020.3527780000002
2020-05-10,-0.9264,2020.358333
2020-05-11,-0.7833,2020.361111
2020-05-13,-0.9059,2020.3666670000002
2020-05-14,-0.919198,2020.3694440000002
2020-05-16,-0.9064,2020.375
2020-05-18,-0.8779,2020.3805559999998
2020-05-20,-0.8513,2020.386111
2020-05-26,-0.7309,2020.4027780000001
2020-05-28,-1.340298,2020.4083329999999
2020-05-31,-1.1591,2020.4166670000002
2020-06-02,-1.2279,2020.419444
2020-06-03,-1.351898,2020.422222
2020-06-04,-1.1949,2020.425
2020-06-07,-1.316298,2020.4333329999997
2020-06-09,-1.434398,2020.438889
2020-06-12,-1.3278,2020.4472219999998
2020-06-15,-1.4987979999999999,2020.455556
2020-06-19,-1.420898,2020.4666670000001
2020-06-21,-1.335098,2020.4722219999999
2020-06-22,-1.1964,2020.475
2020-06-25,-1.350598,2020.483333
2020-06-27,-1.1816,2020.488889
2020-07-01,-1.198598,2020.5
2020-07-02,-1.1142,2020.502778
2020-07-03,-1.310798,2020.5055559999998
2020-07-04,-1.0858,2020.5083329999998
2020-07-05,-1.0761,2020.511111
2020-07-07,-1.226798,2020.516667
2020-07-09,-1.0154,2020.5222219999998
2020-07-17,-1.5527,2020.544444
2020-07-19,-1.5723,2020.55
2020-07-20,-1.5323,2020.5527780000002
2020-07-21,-1.626398,2020.5555559999998
2020-07-25,-1.6236979999999999,2020.5666670000003
2020-07-27,-1.602898,2020.5722219999998
2020-07-29,-1.4145,2020.577778
2020-07-31,-1.555698,2020.5833329999998
2020-08-01,-1.379,2020.5833329999998
2020-08-02,-1.438998,2020.5861109999998
2020-08-04,-1.3468,2020.5916670000001
2020-08-05,-1.364,2020.594444
2020-08-06,-1.455398,2020.5972219999999
2020-08-08,-1.484998,2020.6027780000002
2020-08-12,-1.4481979999999999,2020.613889
2020-08-13,-1.2283,2020.6166670000002
2020-08-14,-1.2101,2020.6194440000002
2020-08-19,-1.1486,2020.6333329999998
2020-08-20,-1.296498,2020.636111
2020-08-21,-1.1075,2020.638889
